,id,user_id,name,screen_name,description,text,mentions,created_at
12,588846293474152448,2797323966,술탄오브더디스코 가사봇,SULTAN_lyrics,술탄오브더디스코(@SULTANofDISCO)의 가사봇입니다. 노래의 느낌을 살릴 수 있는 부분도 첨가하여 실제 작성된 가사와 다른 느낌일 수도 있습니다. 오탈자나 기타 의견은 DM 혹은 sultanofthelyrics@gmail.com으로 제보해주세요!,"술과 함께해 (금요일!) 티비만 보는 (토요일!)
자다 보니 일요일 밤이
지난 수년간의 세월은 모두 다 어디로 갔나요 - [일요일 밤의 열기]",[],2015-04-16 23:27:51
13,588846273622597632,67542562,김진호,jimi139,MBC+ / AudioDirector/ 언론노동조합 MBC케이블위성 전지부위원장 / 연세대학교언론홍보대학원 / 밝은 하늘이 있어 희망 가지고 삶을 살아가는 사람,일년의 세월이 지났지만 여전히 세월호를 기다립니다.,[],2015-04-16 23:27:46
14,588845971871662080,425530576,오씨팔폭동재조사!!!,haveaniceday60,"좌빨싫다!종북 더 싫다!!!
오씨팔폭동이 민주화냐?
떳떳하면 재조사 하자!!!","RT @eunmi999: 교만한 사람의 눈은
탐욕으로 가득차 있고

겸허한 사람의 눈은
순수한 빛을 띠고 있죠

현명한 사람은 
멀리 내다보고
꾸준히 자기 앞가림을 하지만
교만한 사람은
당장 눈에 보이는 것만 쫓다
세월 다 보냅답니다. http://…","[{'screen_name': 'eunmi999', 'name': '고은미', 'id': 147133038, 'id_str': '147133038', 'indices': [3, 12]}]",2015-04-16 23:26:34
15,588845233258962947,1509831054,달을보고사는게별일,anmi01291,사람사는 세상...,"RT @circuswoman: 아 뉴스타파의 촬영 박혜진의 목소리....가슴을 옥죈다. 끝까지 보기 힘들지만 오늘은 잘 똑똑히 봐야지. https://t.co/mct6klHPeN 뉴스타파 - 세월호 참사 1주기 특집 '참혹한 세월, 국가의 거짓말'(…","[{'screen_name': 'circuswoman', 'name': '써커스여인🌈', 'id': 66963063, 'id_str': '66963063', 'indices': [3, 15]}]",2015-04-16 23:23:38
16,588845160747765760,2412116550,인천,wawaqqq1,,30년이란 세월이 걸렸다.너네들 이 닦는게 좋을거야.,[],2015-04-16 23:23:21
17,588845025389219840,476496685,초 심,letter1209,"바람이 분다
옷깃을 여며도...","@running_jeans 어머. 오랫만입니다
잘지내셨나요?
화려할줄만 알았던 봄날이 이렇게 찬기온속에 숨어서 나올줄모르네요
연분홍치마는 언제 입고 분홍립스틱은 언제쯤 발라야할지~~~그래도 웃는세월만들어요
오늘도 화이팅!!",[],2015-04-16 23:22:48
18,588844566146523136,121716394,강짱,NIPPORI85,試練に落ち込んでいる君よ。 そして、いつかの私よ。 祝福だ。 試練があったからこそ、君は在る。 試練は、君の力だ。,"RT @littlelady_bot: 그리움 안고 지내기로 했다
들려오는 말에 의하면 그대가 많이 변했다니
세월 따라 변하는 건 탓할 건 못되지만
예전의 그대가 아닌 그 낭패를
감당할 자신이 없기에
멀리서만 멀리서만 그대 이름을 부르기로 했다.
/이정…","[{'screen_name': 'littlelady_bot', 'name': '소녀봇', 'id': 545083728, 'id_str': '545083728', 'indices': [3, 18]}]",2015-04-16 23:20:59
19,588844212818300928,2327361697,낭독의 발견,bookworm_note,세상의 모든 아름다운 문장을 함께 읽어요 | 운영자 @gods_flower,"어떤 일을 해내는 데 세월이 필요하다면, 그건 긴 시간이 곧 그 일의 핵심이기 때문이지요 ... 순간순간의 과정을 즐기지 못한다면 설혹 그 결과가 끝내 내게 다가온다고 해도, 그 찰나의 지점이 뭐 그리 가치 있겠습니까 - 이동진, &lt;밤은 책이다&gt;",[],2015-04-16 23:19:35
20,588843751671377920,2714844163,라몬,Ramon_krbot,"2014 뮤지컬 조로(REBOOT ZORRO) 라몬 대위의 비공식 한국 봇입니다. 트윗은 자동, 멘션은 수동. 대사 오타 또는 캐릭터 문의는 DM으로.",그런데 이걸 어쩌나~? 어? 흰머리를 보아하니 조로도 세월을 이길 수 없었나 보군요!,[],2015-04-16 23:17:45
21,588843032943820800,921361369,준덕 가사,jundoek_bot,,"1. 바람 불어와, 내 맘 흔들면 지나간 세월에 두눈을 감아본다. 나를 스치는 고요한 떨림. 그 작은 소리에 난 귀를 귀울여 본다. 내안에 숨쉬는 커버린 삶의 조각들이 날 부딪혀 지날때 그 곳을 바라보리라.",[],2015-04-16 23:14:53
22,588842510258081792,426389398,김의철,seoromiso,"““어제의 범죄를 벌하지 않는 것, 그것은 ""내일의 범죄에게 용기를 주는 것""과 똑같은 어리석은 짓이다”” 
 -알베르 카뮈-","RT @ddanziabba: 뉴스타파 - 세월호 참사 1주기 특집 '참혹한 세월, 국가의 거짓말'(2015.4.16) 
https://t.co/uJkP11xjEq","[{'screen_name': 'ddanziabba', 'name': '피고지고', 'id': 1032396980, 'id_str': '1032396980', 'indices': [3, 14]}]",2015-04-16 23:12:49
23,588841354693718016,1970092621,YS YOON,dbsTl,"▪皇室特派留學生 孫子
▪30년간 사회생활
▪주직종 무선통신단말기 연구개발
▪82년 인하공대 응용물리학과 졸, 14년 방통대 법학과 졸
🔸17년 8월15일 세례성사, 세례명 '루카'
🔸사회복지국가 지향
▶프사는 실사, 닉네임은 실명◀","RT @youjlni37: 바람소리를 잘 들어보면
나뭇가지를 흔들며 세월이 지나가는
소리가 들립니다

물소리를 잘 바라보면
구비구비 흐르며 시간이 물흐르듯
흘러감이 느껴집니다

잠잘때를 잘 생각해보면
눈을 감고 눈을 뜨면 하루가 가듯
눈깜짝할 사이에…","[{'screen_name': 'youjlni37', 'name': '유지나 ♡작가♡', 'id': 2283665749, 'id_str': '2283665749', 'indices': [3, 13]}]",2015-04-16 23:08:13
24,588841005438279680,1079282502,"아티스트 봇(미술,디자인 계열)",yourartist_bot,예술관련 격언 및 일화를 올리는 봇입니다. 가끔 알아두면 좋은 미술사나 미술상식도 올라옵니다.아티스트 소개와 추천도 받으니 작가분들 소개는 멘션후 메일로 주시면 올려드립니다. 봇주가 그림 그리는 사람(가끔 수동/두시간 간격 트윗),"내게 아이디어의 흐름을 가르쳐 준 것은 세월과 배움이다. - 매기 맥냅,&lt;좋아 보이는 것들의 비밀&gt;",[],2015-04-16 23:06:50
25,588840645860593664,3013511778,으아,ican3966,트위터 보안 왜이래,"RT @SingerKimBot: 세월은 그렇게 흘러 여기까지 왔는데
세월은 그렇게 흘러 황혼에 기우는데","[{'screen_name': 'SingerKimBot', 'name': '김광석', 'id': 474958494, 'id_str': '474958494', 'indices': [3, 16]}]",2015-04-16 23:05:24
26,588840000373923840,2776041493,M.R.Lee,MRLeedhfflqm,,전원구조 오보. 돌려보낸 외국의 구조 손길과 통영함. 선장 1차 구출. 구조한다고 하고 빙빙 돌기만 한 이유. 언론에 일방적 보도. 선장을 해경집에서 재운 이유. 막판에 지그재그로 항해한 세월... http://t.co/AOwx1Q28IV,[],2015-04-16 23:02:50
27,588839820232757249,1572148507,손명희,smhson,국민을 불행에 빠뜨리는 박근혜는 퇴진하라!!!,"RT @kjsultra: @smhson @mikiha0910 @mulgeoni @befloras @naa_bi @parkheykyoung 좋은아침,좋은하루""비가 오네요!4월의 슬픈 비가!!오늘하루는 비에 슬픈 세월에 젖어 봅니다.^^ http://t…","[{'screen_name': 'kjsultra', 'name': '김종선[이젠_노무현정신이다]', 'id': 251725414, 'id_str': '251725414', 'indices': [3, 12]}, {'screen_name': 'smhson', 'name': '손명희', 'id': 1572148507, 'id_str': '1572148507', 'indices': [14, 21]}, {'screen_name': 'mikiha0910', 'name': 'miki', 'id': 955291999, 'id_str': '955291999', 'indices': [22, 33]}, {'screen_name': 'mulgeoni', 'name': 'e-zzeong . Son', 'id': 204680977, 'id_str': '204680977', 'indices': [34, 43]}, {'screen_name': 'befloras', 'name': '花.flora', 'id': 107439157, 'id_str': '107439157', 'indices': [44, 53]}, {'screen_name': 'naa_bi', 'name': 'nabi', 'id': 154756794, 'id_str': '154756794', 'indices': [54, 61]}, {'screen_name': 'parkheykyoung', 'name': 'park hey kyoung', 'id': 220646802, 'id_str': '220646802', 'indices': [62, 76]}]",2015-04-16 23:02:07
28,588839676280078336,162368345,★그림자★,kjd017,대한민국에서 제일 싫어하는 사람 핵대중이 두번째로 개무현이 세번째로 종북이다.찌라시 언론인 팔로우 금지 박근혜대통령 비난인 팔로 금지 빨갱이 노랭이는 무조건 사절 종북이들은 육두문자 날아가기전에 알아서 블락 해라. 생 양아치 잡는 선무당이다.,RT @Sizipos: 전라도 언론개들의 충청도총리 죽이기는 결국 충청인들의 순수성을 이용한 충청도 죽이기이다. 충청인들은 전라도의 공격에 모두결집하여 충청의자존심과 진실을 지켜야한다.오십팔 광주폭동 광우뻥 폭동 세월뻥폭동 나라의근간을 흔드는 폭동의…,"[{'screen_name': 'Sizipos', 'name': '민주주의 복원', 'id': 175573741, 'id_str': '175573741', 'indices': [3, 11]}]",2015-04-16 23:01:33
29,588839054810042368,124376030,TBN 대전교통방송,TBNDaejeon,"TBN한국교통방송은 10개 FM교통방송(부산,광주,대구,대전,인천,강원,전주,울산,창원,경북) 을 운영하는 전국 네트워크를 갖춘 교통전문 방송입니다.","하상도로, 세월교에서 삼천교사거리 양방향 신호 두번. #tbnkorea",[],2015-04-16 22:59:05
30,588839039756697600,124376030,TBN 대전교통방송,TBNDaejeon,"TBN한국교통방송은 10개 FM교통방송(부산,광주,대구,대전,인천,강원,전주,울산,창원,경북) 을 운영하는 전국 네트워크를 갖춘 교통전문 방송입니다.","하상도로, 세월교에서 삼천교사거리 지체. #tbnkorea",[],2015-04-16 22:59:01
31,588838846151925761,162261293,대한민국 국민,COM815,한 입 가지고 두 말 한번 했다.,"여기에 좋아요가 만개 달리면?
어린이집 현안 고민할 필요도 없다.
근데 보시라 16개. 
이 무관심도 18년의 세월 원인.
영아 유아 폭행에 분노론 요원.

좋아요 만명되는 날?
드디어 고쳐지겠구나 여겨짐. http://t.co/5l0BViNHiT",[],2015-04-16 22:58:15
32,588838138933448705,2958124915,#사기탄핵#원천무효#탄핵내란범#단두대로,PakSujoung,"종북,친북,노란리본,단원고 유가족,산업화는 무시하며 민주화만 외치는 좀비,민주팔이 운동권은 맞팔 안함요^^",RT @Sizipos: 전라도 언론개들의 충청도총리 죽이기는 결국 충청인들의 순수성을 이용한 충청도 죽이기이다. 충청인들은 전라도의 공격에 모두결집하여 충청의자존심과 진실을 지켜야한다.오십팔 광주폭동 광우뻥 폭동 세월뻥폭동 나라의근간을 흔드는 폭동의…,"[{'screen_name': 'Sizipos', 'name': '민주주의 복원', 'id': 175573741, 'id_str': '175573741', 'indices': [3, 11]}]",2015-04-16 22:55:27
33,588837946226118659,2880142226,홍기정,hkj6304,,"RT @eunmi999: 교만한 사람의 눈은
탐욕으로 가득차 있고

겸허한 사람의 눈은
순수한 빛을 띠고 있죠

현명한 사람은 
멀리 내다보고
꾸준히 자기 앞가림을 하지만
교만한 사람은
당장 눈에 보이는 것만 쫓다
세월 다 보냅답니다. http://…","[{'screen_name': 'eunmi999', 'name': '고은미', 'id': 147133038, 'id_str': '147133038', 'indices': [3, 12]}]",2015-04-16 22:54:41
34,588837908804579328,1069864338,처음처럼...,mulgupum1,,"RT @unimog10: [뉴스타파] 세월호 참사 1주기 특집 &lt;참혹한 세월, 국가의 거짓말&gt; http://t.co/jbzGOjHXe1","[{'screen_name': 'unimog10', 'name': 'Antonio  carlos', 'id': 984722820, 'id_str': '984722820', 'indices': [3, 12]}]",2015-04-16 22:54:32
35,588837867297714177,168953776,Hyun woo Shim😷,shim920,FU FREE/정치성향:중립을 자처하나 어째 진보쪽으로 흘러가는.../달님 최고/페미니즘 무식 한남/클럽하우스 이용 중/카카오톡 #고독한_나은이 방장/교류 대환영/RT 많아 Timeline 도배 가능성 있으니 유의^^;/RT가 동의는 아닐 때도 있음,"RT @mbcpdcho: [뉴스타파]세월호 참사 1주기 특집 &lt;참혹한 세월, 국가의 거짓말&gt; 
http://t.co/p6lESrk1Gd 세월호 진실을 은폐해 온 권력의 실체/ 이렇게 기록으로 남겨서 언젠가는 책임 물을 날을 대비하는 것이죠.","[{'screen_name': 'mbcpdcho', 'name': '조능희', 'id': 224959306, 'id_str': '224959306', 'indices': [3, 12]}]",2015-04-16 22:54:22
36,588837796153982976,237094819,요끼쟁이,yokki_yys,내 인생의 첫번째 연예인.  그리고 마지막이 될 연예인.  #양요섭. #HIGHLIGHT  새로운 시작.  새로운 이름.  언제나 응원할께,세월이 흘르고 세상은 변하는데 우리나라는 변화를 싫어한다. 그래서 변하지 않게 막고있다. ㅋㅋㅋㅋ,[],2015-04-16 22:54:05
37,588837363616350208,175573741,민주주의 복원,Sizipos,아! 대한민국!,전라도 언론개들의 충청도총리 죽이기는 결국 충청인들의 순수성을 이용한 충청도 죽이기이다. 충청인들은 전라도의 공격에 모두결집하여 충청의자존심과 진실을 지켜야한다.오십팔 광주폭동 광우뻥 폭동 세월뻥폭동 나라의근간을 흔드는 폭동의 중심엔 전라도인들이있다.,[],2015-04-16 22:52:22
38,588836766863364096,544346001,kaar05,SongHyeseong,화양연화,"@sunnimkkang @shfly3424 4.16, 세월 선박 비극? 네, 난 소식을 들었다. 나는 승객 그의 구명 조끼를 제공하는 승무원의 이야기에 의해 이동되었어.","[{'screen_name': 'sunnimkkang', 'name': '☼강순진☼', 'id': 3072328496, 'id_str': '3072328496', 'indices': [0, 12]}, {'screen_name': 'shfly3424', 'name': 'Yesung', 'id': 152902472, 'id_str': '152902472', 'indices': [13, 23]}]",2015-04-16 22:49:59
39,588836455016894464,2412116550,인천,wawaqqq1,,그리고 해리 워쉘로우에게 맞는 여자를 찾기까지는30년이란 세월이 걸렸다.,[],2015-04-16 22:48:45
40,588836098828144640,50843556,유_키_카_제,Yuki_Kaje,3exdom의 Tristan 현재는 Yuki-Kaje. 쌍디탑재!,"RT @kbsmuckraker: 여러 제작진들이 수많은 날밤을 새며 기록했습니다. 감춰지고 잊혀지는 것을 막기위해..[뉴스타파] 세월호 참사 1주기 특집 &lt;참혹한 세월, 국가의 거짓말&gt; http://t.co/q9ZdjxIOha","[{'screen_name': 'kbsmuckraker', 'name': '김용진', 'id': 174203940, 'id_str': '174203940', 'indices': [3, 16]}]",2015-04-16 22:47:20
41,588836083749629952,113234501,Remember0416,tryHo_oPonopono,아이들만 구했어도 이 정권 참아줄 수도 있었는데...전 국민을 투사로 만들 때까지 악행을 멈추지 않을 정권에 분노한다..왜? 난 '인간'이니까!!,"RT @kimsd534: #세월호 참사 1주기 특집'참혹한 세월, 국가의 거짓말'
 (2015.4.16) http://t.co/pmMwiYMelV","[{'screen_name': 'kimsd534', 'name': '전국촛불(공식) 100K', 'id': 259232748, 'id_str': '259232748', 'indices': [3, 12]}]",2015-04-16 22:47:17
42,588834277208379392,2271760826,TAEMIN DAY!!,usertaemin,beep i lov you 6v6,RT @MnetMcountdown: 세월이 갈수록 #샤이니~는 멋있어지고 #온유는 더더더더더더더더 멋있어 지자냐!! #엠카 트친 분들 사진 저장 하시고 나른한 오후 극복하세요! 정말 #산소같은너 자냐 ㅠㅡㅠ #엠카운트다운 #스페셜스테이지 본방사수 h…,"[{'screen_name': 'MnetMcountdown', 'name': 'M COUNTDOWN', 'id': 128479879, 'id_str': '128479879', 'indices': [3, 18]}]",2015-04-16 22:40:06
43,588831481675390977,406875246,🕯🎗🌖,KimJoe0510,#근조 사법부. #진짜언론 #강정 #노무현 #세월호 #다이빙벨 #용산 #밀양 #원전 #일본수산물 #노동법 #민주주의 #백남기 #주진우_웃으며 즐기며 더불어 살자! 더불어 잘살면 SNS안하고 내 삶만 살고 싶다! 한데 관심안가지고 방관 방치하면 내 삶에 악영향을 미친다는걸 알아버렸다!!!,"RT @unimog10: [뉴스타파] 세월호 참사 1주기 특집 &lt;참혹한 세월, 국가의 거짓말&gt; http://t.co/jbzGOjHXe1","[{'screen_name': 'unimog10', 'name': 'Antonio  carlos', 'id': 984722820, 'id_str': '984722820', 'indices': [3, 12]}]",2015-04-16 22:28:59
44,588830940396265472,2471440932,별이 지는 언덕,ykmjh6270,,"@qfarmm 아마도 이 정권은 세월이 흐르면, 억압한다면 시민들은 잊을거라 생각하고 있는 것 같다.
하지만 동시대의 어른이라는 무게가 내 어깨를 짓누른다.","[{'screen_name': 'qfarmm', 'name': '박남규(국민TV)', 'id': 426523012, 'id_str': '426523012', 'indices': [0, 7]}]",2015-04-16 22:26:50
45,588827548588449793,156535858,해밀™ 🎗,ppisuni,Love Loves to Love Love. 도도사랑.,"RT @iamtheonesks: 우리 가슴으로 만나는 날 있다
뜨거운 심장으로 부등켜 안고
두눈 꼭 감고 사정없이 뛰는
심장소리 듣는 순간 그날이 있다
아무리 어둡고 시린 세월을 보내고 있지만
하루하루 굳세게 버티며
성실히 오늘을 맞고 있는 우리가
…","[{'screen_name': 'iamtheonesks', 'name': 'SKS', 'id': 301730101, 'id_str': '301730101', 'indices': [3, 16]}]",2015-04-16 22:13:22
46,588826996991393792,226081036,혜연,Hyeyeon87,"맞팔 100% 해드려요!!// 
ツイーター、本当に面白い！// 
Refollowは 100%です(^0^)// 
我想跟大家交朋友!!// 
Follow me!! :)",인모가발의 보급에 힘써온 세월 http://t.co/8ijESqgIzt,[],2015-04-16 22:11:10
47,588826558044835840,990433830,포춘쿠키,FortuneCookie_5,"포춘쿠키는 나를 비추는 불빛입니다 [포춘쿠키] 단어가 들어간 멘션을 주시면 하루1회 삶의 양식 포춘쿠키를 드립니다.    . 
포춘쿠키페이스북 : http://www.facebook.com/fortune.cookie.5",@jiyeoung0628 같은 방향으로 서로의 힘을 모으고 있는 친구와 깊은 우정도 나누게 됩니다 세월이 지나도 오래도록 변치 않을 깊은 우정을 함께 하겠군요,"[{'screen_name': 'jiyeoung0628', 'name': '박지영', 'id': 1943691709, 'id_str': '1943691709', 'indices': [0, 13]}]",2015-04-16 22:09:25
48,588826437278257152,474958494,김광석,SingerKimBot,아쉬워 마세요. 또 모르죠.,"세월은 그렇게 흘러 여기까지 왔는데
세월은 그렇게 흘러 황혼에 기우는데",[],2015-04-16 22:08:57
49,588826006816849922,114894471,휘는대나무보다 부러지는참나무!,tenuto3000,"국민이 이겼습니다.
낙엽이 져야 새순이 나옵니다.
적폐를 청산하고 민주당 20년 집권을!

#추미애
#민주당_대통령_메이커 
#100만_당원_100년_정당…
#60년민주당계승","RT @kimhj58: 당을밀지 특정인을 지지 않습니다RT @tg3016tg1: @jwp615 전라도 마지막 선비의 박지원님
누구를 밀든 체통과 위엄을 지키세요
문씨에게 권씨에게 노라나지 말고 세월을 읽어야
큰 사람이 됩니다","[{'screen_name': 'kimhj58', 'name': '명량대첩', 'id': 350666853, 'id_str': '350666853', 'indices': [3, 11]}, {'screen_name': 'tg3016tg1', 'name': '지리산 신보', 'id': 3080485328, 'id_str': '3080485328', 'indices': [33, 43]}, {'screen_name': 'jwp615', 'name': '박지원', 'id': 169290610, 'id_str': '169290610', 'indices': [45, 52]}]",2015-04-16 22:07:14
50,588825812595412993,3135346145,✨Lilly✨,kawaiiqueen97,23. 한국♡ 日本♡ // Antisynthetase Syndrome// Interstitial Lung Disease 😐 memes get me through it,In remembrance of the awful Sewol tragedy 1 year ago. 잊지 않고 기억하겠습니다 #세월 #한국 #학생 #세월호 #neverforget #prayforsouthkorea http://t.co/rOgwWGa5aF,[],2015-04-16 22:06:28
51,588825559314124802,146017482,su,khunstar09,게으름뱅이,벌써 1년... 세월 참 빠르다. 잊지 않겠다....,[],2015-04-16 22:05:27
52,588824933431578626,1027604546,파란하늘,bluesky80808,,"세월호 참사에 대한 진실. 세월호 인양을 둘러싼 진실. #뉴스타파 세월호 참사 1주기 특집 - '참혹한 세월, 국가의 거짓말' http://t.co/V5kqcgbXOc 꼭 보시길! 인양에 반대한 김진태의원의 인터뷰 영상도 부록으로 보실 수 있습니다.",[],2015-04-16 22:02:58
53,588824434317926400,1476224966,dstv. @xioayju,evanlluv,,"RT @HIGH4_NAP: Remember 2014.04.16
세월이 지나도 잊지 않겠습니다. http://t.co/hrWame9FID","[{'screen_name': 'HIGH4_NAP', 'name': 'HIGH4 하이포', 'id': 2388541046, 'id_str': '2388541046', 'indices': [3, 13]}]",2015-04-16 22:00:59
54,588823798515830784,602979841,덕질노예 🇰🇷,dearblue28,아이유 = celebrity✨,"RT @pok_kyung: 4주년을 지나 4월 16일은 잊혀져서는 안되는 세월호 참사가 일어난지 1년째 되는 날입니다
기억해주세요
세월이 지나도 그 세월만은 잊지 않도록
Don't forget never forget 4.16 http://t.co/K…","[{'screen_name': 'pok_kyung', 'name': None, 'id': None, 'id_str': None, 'indices': [3, 13]}]",2015-04-16 21:58:28
55,588823330268049409,215479759,노경식,rohkok,"극작가 생활 50년, 노곡 또는 하정당, 장단막극 40여 편, Seoul, Korea",그새 2년 세월이구료!! ㅎ ㅎ ~~ http://t.co/tSqNN3sSmt,[],2015-04-16 21:56:36
56,588822268379275264,954731090,jh.jeong,nilriri75,nilriri,"세월호 참사 1주기 특집 &lt;참혹한 세월, 국가의 거짓말&gt; http://t.co/ZsBHdGMcHv",[],2015-04-16 21:52:23
57,588820358326722561,2793413931,SOUPIR장상익,Soupir_ocarina,"오카리니스트 장상익입니다.
나자신의 힐링 ,음악으로 부터 시작하세요",세월 가면 (years go)오카리나 연주 http://t.co/3P2SuoMk2c,[],2015-04-16 21:44:47
58,588820172737155072,2310875448,우기지마,ghdus2086,시바 뭘봐주셔서 감사,세월이 지나도 세월은 잊지않으리 http://t.co/JsE2QP3IDW,[],2015-04-16 21:44:03
59,588818698326028288,424123734,노동욱,dongpalii,❤2020년❤..또다시 깨어있는 시민의 승리원년.. ❤닥치고 투표!!!닥치고 참여!!!❤,"RT @newstapa: 세월호 1주기에 맞춰 제작한 뉴스타파 설파입니다.
&lt;설파(說破) – 다시 4월, 아픈 세월&gt;
http://t.co/hXo25Nvn7h
설파는 MP3 음원도 자유롭게 배포할 수 있습니다.
다운로드 링크 : http://t.co…","[{'screen_name': 'newstapa', 'name': '뉴스타파(Newstapa)-KCIJ', 'id': 455462137, 'id_str': '455462137', 'indices': [3, 12]}]",2015-04-16 21:38:12
