,user_id,name,screen_name,description,text,mentions
0,823745758553702401,배성원,haneul5415,2010년 9월 2일 이후 재가입한 계정 | 더불어민주당 권리당원 | 애당러 | 20140416🎗| 民主香港加油🇭🇰,본인 중1때 나한테 답한 멘션을 보니까 애잔하네 https://t.co/hQZdwcS8sr,[]
1,1331711210429976576,ti-minseo,Iloveminseo1,Space Superstar☆ Timothee chalamet,@Latte0juya_95 너무너무요🙂라떼님두 벚꽃?? 맞나 히~ 같은 예쁜꿈꾸시구 푹주무세요,"[{'screen_name': 'Latte0juya_95', 'name': '라떼', 'id': 1169230357473812480, 'id_str': '1169230357473812480', 'indices': [0, 14]}]"
2,1265289467331440640,🍉일플구인중 무자 Mozza🍉,__Mozza__,00년생 6월 14일 // 용띠에 수박 좋아하는 수바기 // 플러팅X 무멘팔X // 각종 혐오발언 싫어합니다 // 뒷계는 있지만 보여주지 않을래요 // 영원한 내 반쪽 : @B_unny_moon,@Purplecolorcat 당빠 보라,"[{'screen_name': 'Purplecolorcat', 'name': '퍼플🥀❄️', 'id': 1231513981761638402, 'id_str': '1231513981761638402', 'indices': [0, 15]}]"
3,1265289467331440640,🍉일플구인중 무자 Mozza🍉,__Mozza__,00년생 6월 14일 // 용띠에 수박 좋아하는 수바기 // 플러팅X 무멘팔X // 각종 혐오발언 싫어합니다 // 뒷계는 있지만 보여주지 않을래요 // 영원한 내 반쪽 : @B_unny_moon,아직도 안잔다 스타나 해야지,[]
4,931839780077182976,릴럽♡ho🍀,reallovedongho,"_ NU,Establish,Style,Tempo
빛나는 나의 별 동호✨
너의 미소를 네 행복을 바라고 있어 잊지마✨            _fan account","실제보다 더 낭만적인 동호라니🤭
나대지마라 심장아 😭❤ https://t.co/BWAMrJtqqG",[]
5,152908229,Linus,HJLinus,"Haeundae Busan, Mapo Seoul :: iOS software developer.",예전에 봤지만 다시 끌올되서 보이는 대만 미디어의 몰락 짤이네 ㅋㅋㅋㅋㅋㅋ 옛날에 봤을때는 우리나라는 아직 괜찮지.. 라고 생각했지만 이젠 괜찮지 않다ㅠㅠ https://t.co/uHc7N9jBrL,[]
6,719993135758069760,young-jin,Al36vlYzjJOPdhm,,내가 본 사봉낙조와 달 https://t.co/bbJX37za3n,[]
7,1363380253700153350,pm_,diyouu_,그저 너를 사랑하게 된 내 마음이야,"어늘은좀열심히공부햇움ㅎㅎ
3시간핵는데 영어만핵음
나영어2등급맞고십어..",[]
8,1075065210388373504,솜냥(3.1~2022.3),Zi_cotton,25/솜냥/ㅈㅅㄱㄱㅈㅇㅊㄹ 수련 중 @Zicotton_art,햑간 입에서 침흘리면서 옆으로 헤에ㅔㅇ 누워가지고 멍ㄷ때리고 있서,[]
9,1342788821243478017,라이니슈,lienisho0309,덕질_쿠키런오븐|쿠키런킹덤|로드|비엘|앙상블|프세카|원더랜드|웹툰|전독시내 애인 너무 귀여운듯|장르 별로 안가림|케일교 신자|,@IoCFrhGD4thEXwV @Dumplings_wave 우리 케일님이십니다. 백작가의 망나니가 되었다 꼭 보세요 ㅜㅠ,"[{'screen_name': 'IoCFrhGD4thEXwV', 'name': 'ㅁ', 'id': 1364920715774857218, 'id_str': '1364920715774857218', 'indices': [0, 16]}, {'screen_name': 'Dumplings_wave', 'name': '만도 🌊트친소🌊', 'id': 1336858061248417793, 'id_str': '1336858061248417793', 'indices': [17, 32]}]"
