,user_id,name,screen_name,description,text,mentions
0,873922898951454720,천지인,W5z8mkfAK7b5FGw,,"브라추천
볼륨브라
맞팔선팔환영
선팔환영
맞팔해요
가슴모아주는브라
속작속작
속옷추천
소통환영
일상선팔
에일리그램모델
볼륨업브라
심리스브라
일상그램
스포츠브라
패션
인천
일상스타그램
reduce32443 https://t.co/l9oxfbwaxH",[]
1,1329629405967122435,아비정전,dobd0416,"왕가위 영화 아비정전을 오마주한
와인바입니다.

    월요일 휴무 / 화~금 17pm~21pm / 
토,일 14:59pm~21pm",@66_____99 감사합니다😁 좋은밤 되시길바랄게여🌙,"[{'screen_name': '66_____99', 'name': '영', 'id': 1368580376122195970, 'id_str': '1368580376122195970', 'indices': [0, 10]}]"
2,1022207834446913536,온리,seonly10,"서울, 카페 건오 위주. 남자임. 여자가 좋아요. 형님들은 디엠 ㄴㄴ. 오프 목적일 땐 쿨한 관계 선호.","라인 통화하실분
#섹트",[]
3,1075065210388373504,솜냥(3.1~2022.3),Zi_cotton,25/솜냥/ㅈㅅㄱㄱㅈㅇㅊㄹ 수련 중 @Zicotton_art,"@Librarian_CKong 쳇
털려고 했드만","[{'screen_name': 'Librarian_CKong', 'name': '백발녹안미치광이신도 \U0001f7e1', 'id': 838245450314567680, 'id_str': '838245450314567680', 'indices': [0, 16]}]"
4,178058794,카요르트,LeeGiHa,"성인 / 넓고 얕은 잡덕 / 바르고 고운말은 어려워요 / 존잘님들을 구독하고 있습니다 / 인용블언블ok / 소비.일상.욕트.우울트. / 투머치토커의 자기 얘기 TMI 폭격이 자주 있음 / 최근: 고양이,로오히,쿠킹덤,내스급,사기결연...","당신의 애착 유형은 주로 저항형: 31.25%, 안전형: 25.00%, 도망형: 25.00%, 회피형: 18.75%입니다. 당신의 결과도 확인해보세요! https://t.co/Ev8HTCUdLp #AREALME애착유형테스트",[]
5,1343274968725872640,pax_er,pax_er,.,키스 3 시간동안 하고싶은 밤 #섹트 https://t.co/cFcLsecOdg,[]
6,873922898951454720,천지인,W5z8mkfAK7b5FGw,,"지압점
좋반테러
선팔하면맞팔
협찬
셀프마사지
안마
마른파이브
좋반환영
셀프안마
발지압
좋아요
좋아요반사
좋아요환영맞팔
건강스타그램
제품협찬
콘서트
좋반사
건강이최고
지압
건강
misplace79118 https://t.co/sej5dsRgHT",[]
7,1343274968725872640,pax_er,pax_er,.,"서울에 살고 있고 나이는 20 대 후반이에요. 키는 180 입니다 :) 배려와 다정함과 따뜻함을 지향하고 있구요, 우울과 스트레스성 폭력 따위를 지양해요.. 함께하는 시간이 따뜻한 시간이면 좋겠습니다 ☺️ https://t.co/bGaLfZHcUc",[]
8,873922898951454720,천지인,W5z8mkfAK7b5FGw,,"광주
복싱
광주핫플
영화배우
헬스운동
골프레슨
힐링
건축
차태현
영화추천
렛슨
전지현
이승기
골프중독
광주가페
아이유
임창정
광주맛집
배우
유머스타그램
건축물
노래
유머
witness17439 https://t.co/cFia4cKdLy",[]
9,1075065210388373504,솜냥(3.1~2022.3),Zi_cotton,25/솜냥/ㅈㅅㄱㄱㅈㅇㅊㄹ 수련 중 @Zicotton_art,"오늘은 밤을 새볼까말까볼ㅋ가말가볼가말가볼가말가말맒말말 
초희: 쳐자라",[]
10,1340915726429777920,강연주,1KhTmbvK8kgVr4b,,동영상,[]
11,3023587502,래피님,lappyfox1,,오랜만에 재미있게 이야기 했다 ㅎㅎ,[]
12,200682540,연어밍🏳️‍⚧️,yeoncomi,"🇨🇦|🏳️‍🌈Q|NB|T🏳️‍⚧️ |P|KST|뒷계: @yeoncomi_bad|캐나다🦌|개발|빵도리|아다시마|#TransRightsAreHumanRights|Socialist, Leftie, NDP/NPD, Immigrant",인텔의추태어디까지가나요,[]
13,873922898951454720,천지인,W5z8mkfAK7b5FGw,,"전기
장모치와와
자연인
전신마사지
제네시스
재미
자연
자유
장모닥스훈트
전투육아
자켓
재밌는
잡채밥
자연식
재벌
자코비버거
전신운동
전지현
자매맘
잘먹었습니다
재택근무재택알바
terrible25397 https://t.co/7FwdgdeVP7",[]
14,200682540,연어밍🏳️‍⚧️,yeoncomi,"🇨🇦|🏳️‍🌈Q|NB|T🏳️‍⚧️ |P|KST|뒷계: @yeoncomi_bad|캐나다🦌|개발|빵도리|아다시마|#TransRightsAreHumanRights|Socialist, Leftie, NDP/NPD, Immigrant","https://t.co/Om3aTXKYaB
로켓레이크도 쪽박이네 ㅋㅋㅋ",[]
15,719993135758069760,young-jin,Al36vlYzjJOPdhm,,@SamSpadeInHell 윤명운이 찾는 누구도.. 칼칼하니 좋네요 ^^,"[{'screen_name': 'SamSpadeInHell', 'name': '샘 스페이드', 'id': 1260334876122681344, 'id_str': '1260334876122681344', 'indices': [0, 15]}]"
16,1063228370668769280,철이~,cx6GCIyoOjE5Zmg,"🙋‍♂️ 안냥하새우🦐
       MBTI : ENFJ  .. 
결혼할 Rh+ O형 트젠구함 (C디밸ro)


줏대 없는것들은 주때리야됨💥🤯~
철이섕각",별내사는 별난동상🤣 https://t.co/oT2BQDo351,[]
17,1329629405967122435,아비정전,dobd0416,"왕가위 영화 아비정전을 오마주한
와인바입니다.

    월요일 휴무 / 화~금 17pm~21pm / 
토,일 14:59pm~21pm",@66_____99 기회가 되신다면 다음에  들려주세요🖤🖤🖤 감사합니다💖,"[{'screen_name': '66_____99', 'name': '영', 'id': 1368580376122195970, 'id_str': '1368580376122195970', 'indices': [0, 10]}]"
18,873922898951454720,천지인,W5z8mkfAK7b5FGw,,"여름
여자코디
여친
여친구함
여심저격
여수가볼만한곳
여행그램
여자친구선물
여시
여고딩
여자속옷
여자옷
여자패션여중생
여수맘
여친룩
에프엑스
여자친구
여자
여수
엔터테인먼트
oppose38845 https://t.co/P1LiYmcmgX",[]
19,342373788,리앗슈 / 45272 심볼 맘,sabashu_,"GITADORA / Motion graphics
Hatsune Miku / IM@S / 그림코스 보는거 좋아함 / RT 위험 
일반 플텍계 선팔 차단함",음롱정리..,[]
20,969179839,바람과 구름,kmy4064025,"바람과 구름따라 가족과 함께
여행을 떠나는 이재명지자자,
더불어민주당 권리당원.","이재명에게 꼭 필요한건 
권력도 사익도 아닌,
위기의 국민들을 구해낼
권한입니다!

이재명은 부패하고 타락한
이땅의 마지막 희망입니다!
@Jaemyung_Lee

https://t.co/jnmUtuewGg","[{'screen_name': 'Jaemyung_Lee', 'name': '이재명', 'id': 106379129, 'id_str': '106379129', 'indices': [76, 89]}]"
21,200682540,연어밍🏳️‍⚧️,yeoncomi,"🇨🇦|🏳️‍🌈Q|NB|T🏳️‍⚧️ |P|KST|뒷계: @yeoncomi_bad|캐나다🦌|개발|빵도리|아다시마|#TransRightsAreHumanRights|Socialist, Leftie, NDP/NPD, Immigrant","삼성증권플렉스광고좆같음
플렉스 를 느끼한 남성목소리를 외치는걸로 시작해서 코웃음치면서 느끼한목소리로 삼성증권백달러 플렉스이러는데 시발좆같아",[]
22,1063228370668769280,철이~,cx6GCIyoOjE5Zmg,"🙋‍♂️ 안냥하새우🦐
       MBTI : ENFJ  .. 
결혼할 Rh+ O형 트젠구함 (C디밸ro)


줏대 없는것들은 주때리야됨💥🤯~
철이섕각",세영이랑 😅 https://t.co/Tk1t82CR3u,[]
23,2243196866,철없는아줌마,kiwimom832,"제발 국회를 범법자의 소굴로 만들고 있는 자들이 국회가 아닌 감옥으로 자리를 이동 했으면 하는 바램입니다.
적폐청산은 가혹하다 할만큼 해야한다고 생각하는 바입니다.
반민족 세력에게는 반성한다고 용서해서는 않됩니다.
적폐청산을 간절히 원하는 더민주권리당원.",국회사무처는 국민세금으로 뭘하는것인가? https://t.co/UwqZWtPmF3,[]
24,200682540,연어밍🏳️‍⚧️,yeoncomi,"🇨🇦|🏳️‍🌈Q|NB|T🏳️‍⚧️ |P|KST|뒷계: @yeoncomi_bad|캐나다🦌|개발|빵도리|아다시마|#TransRightsAreHumanRights|Socialist, Leftie, NDP/NPD, Immigrant",@Precielous 까나다에 계신다고해서 팔로햇던트친이에요 포인트호더동무라서 더 정감갓죠,"[{'screen_name': 'Precielous', 'name': '바보 바보 바보 그 자체인 イオン💤💤', 'id': 2646269306, 'id_str': '2646269306', 'indices': [0, 11]}]"
25,873922898951454720,천지인,W5z8mkfAK7b5FGw,,"시츄스타그램
스탭
술스타그램
순대국밥
신생아
스타일
시선강탈
스코티쉬폴드
시츄
스파게티
숭어
신생아그램
신사동카페
순대볶음
스시
시카고피자신사동맛집
쉬림프골드
신혼부부일상
시바견
conceited55966 https://t.co/upPD3DapIE",[]
26,1237378774770970625,초히초히,sweet_Chohee,"167/56/2n (CD:20.02~)
가슴수술안한 MTF에요!

슬림한체형, 더이뻐지려고 노력중!❤
호기심이많습니다!🦋


라인:chohee1997

#crossdresser #CD #퀴어코리아 #유카  #transgender #sadist #femdom #mistress",@ww2949 낄낄낄 놀아주는,"[{'screen_name': 'ww2949', 'name': '삼 식이', 'id': 1293216591589462016, 'id_str': '1293216591589462016', 'indices': [0, 7]}]"
27,167586935,종이나무 Papertree🍀,digit96,"Student of IR, IPE/ NK Watcher/ Komaba Alumnus/ 금연 386주째 /","아무것도 모르는 질문자가 특정방향으로 대답을 유도하려고 그러는....
답답. 

https://t.co/2HWZWDmGVT",[]
28,873922898951454720,천지인,W5z8mkfAK7b5FGw,,"말티즈그램
맛집탐방
맞팔
맞팔댓글
맛있다
맘스타그램
맞팔좋아요
맛집스타그램
맛스타그램
말티즈
맛있어
맛집
망고빙수맞좋아요
맘스터치
맞팔선팔
만남
맛집그램
맛있다그램
말티즈미용
말띠맘
focus32724 https://t.co/fwKHslEMXO",[]
29,266354224,애드테인먼트주식회사 1599-3872,mizppakgun,"ADVERTISEMENT & ENTERTAINMENT 
★ KOBACO, SBS M&C 광고회사 ★ 
#광고대행 #대중문화예술기획 #방송광고 #PPL #연예인섭외 #모델에이전시 #언론홍보 #행사기획 #행사대행 #인테리어
☎️ 1599-3872","#Repost oliverhan2
• • • • • •
💥소노큐브&amp;미셀플러스부스트업미스트 사용기💥

일주일간 소노큐브를 사용해 보았습니다🤗

소노큐브 덕분에 일주일 사이에 
피부가 많이 촉촉해졌어요💕💕💕.… https://t.co/BAb6g2Q4ZF",[]
30,719993135758069760,young-jin,Al36vlYzjJOPdhm,,산방산 아래 https://t.co/lLlHLU5J9O,[]
